Job Title,Company,Location,Salary,Skills,Experience,Posted Date
Data Scientist,Tech Company 277,Ha Noi,42-80 millions,"Python, Pandas, Scikit-learn",Lead,2024-12-12
Tester/QA,Tech Company 201,Ho Chi Minh,14-27 millions,"Selenium, Python",Junior,2025-03-12
Tester/QA,Tech Company 389,Ha Noi,15-31 millions,"Java, Appium",Junior,2025-12-31
Tester/QA,Tech Company 240,Ha Noi,25-59 millions,"Manual Testing, SQL",Senior,2025-12-16
Tester/QA,Tech Company 133,Ho Chi Minh,7-17 millions,"Automation, Cypress",Fresher,2025-09-23
DevOps Engineer,Tech Company 58,Ho Chi Minh,43-77 millions,"Azure, CI/CD, Terraform",Lead,2025-05-01
Fullstack Developer,Tech Company 261,Ha Noi,17-30 millions,"Java, Angular, SQL",Junior,2024-05-10
Frontend Developer,Tech Company 273,Ha Noi,9-16 millions,"Angular, RxJS",Fresher,2024-11-05
Data Scientist,Tech Company 197,Ha Noi,15-28 millions,"Python, PyTorch, AWS",Junior,2025-05-08
Mobile Developer,Tech Company 121,Ho Chi Minh,9-18 millions,"Kotlin, Android",Fresher,2025-12-11
Tester/QA,Tech Company 50,Ha Noi,16-29 millions,"Selenium, Python",Junior,2025-07-22
Mobile Developer,Tech Company 395,Ho Chi Minh,27-58 millions,"Flutter, Dart",Senior,2025-09-02
Backend Developer,Tech Company 463,Ho Chi Minh,26-55 millions,"Python, Django",Senior,2025-08-17
Fullstack Developer,Tech Company 316,Ha Noi,26-57 millions,"Python, VueJS, Docker",Senior,2025-02-03
DevOps Engineer,Tech Company 471,Ho Chi Minh,27-59 millions,"Azure, CI/CD, Terraform",Senior,2024-11-07
DevOps Engineer,Tech Company 207,Ho Chi Minh,44-80 millions,"AWS, Docker, K8s",Lead,2025-06-06
Backend Developer,Tech Company 361,Da Nang,24-49 millions,"Go, Microservices",Senior,2024-01-01
Frontend Developer,Tech Company 303,Remote,,"Angular, RxJS",Senior,2025-12-20
Mobile Developer,Tech Company 89,Ho Chi Minh,16-30 millions,"Kotlin, Android",Junior,2025-11-09
Mobile Developer,Tech Company 65,Ho Chi Minh,17-28 millions,"Swift, iOS",Junior,2025-11-17
Backend Developer,Tech Company 500,Ho Chi Minh,9-18 millions,"Java, Spring Boot",Fresher,2025-03-23
Mobile Developer,Tech Company 320,Ho Chi Minh,67-113 millions,"Kotlin, Android",Manager,2025-03-11
Tester/QA,Tech Company 4,,15-28 millions,"Automation, Cypress",Junior,2025-09-11
Data Scientist,Tech Company 296,Ha Noi,27-57 millions,"Python, PyTorch, AWS",Senior,2025-07-13
Tester/QA,Tech Company 41,Remote,14-28 millions,"Java, Appium",Junior,2025-12-08
AI/ML Engineer,Tech Company 46,,8-19 millions,"Python, NLP, HuggingFace",Fresher,2025-09-16
Frontend Developer,Tech Company 399,,,"Angular, RxJS",Junior,2025-07-01
Tester/QA,Tech Company 149,Ha Noi,8-21 millions,"Java, Appium",Fresher,2024-10-28
AI/ML Engineer,Tech Company 243,Ha Noi,17-28 millions,"C++, CUDA, Computer Vision",Junior,2025-10-06
AI/ML Engineer,Tech Company 65,Ha Noi,27-56 millions,"C++, CUDA, Computer Vision",Senior,2024-03-25
AI/ML Engineer,Tech Company 8,Da Nang,21-46 millions,"Python, NLP, HuggingFace",Senior,2024-09-20
Fullstack Developer,Tech Company 401,Ha Noi,27-59 millions,"Python, VueJS, Docker",Senior,2024-09-24
Backend Developer,Tech Company 479,Ha Noi,29-59 millions,"Go, Microservices",Senior,2025-09-01
Mobile Developer,Tech Company 86,Ha Noi,26-57 millions,"Kotlin, Android",Senior,2025-10-14
DevOps Engineer,Tech Company 27,Ha Noi,17-31 millions,"AWS, Docker, K8s",Junior,2024-04-28
AI/ML Engineer,Tech Company 120,Ho Chi Minh,17-31 millions,"Python, NLP, HuggingFace",Junior,2025-06-29
Tester/QA,Tech Company 148,Ha Noi,15-31 millions,"Java, Appium",Junior,2024-01-13
DevOps Engineer,Tech Company 327,Ho Chi Minh,44-77 millions,"Linux, Jenkins, Ansible",Lead,2025-06-28
AI/ML Engineer,Tech Company 336,Ha Noi,15-31 millions,"Python, NLP, HuggingFace",Junior,2024-09-18
Data Scientist,Tech Company 173,Ha Noi,28-58 millions,"Python, PyTorch, AWS",Senior,2025-06-16
DevOps Engineer,Tech Company 7,Can Tho,20-45 millions,"Linux, Jenkins, Ansible",Senior,2024-03-10
Tester/QA,Tech Company 18,Ha Noi,15-28 millions,"Java, Appium",Junior,2024-07-16
Data Scientist,Tech Company 45,Ho Chi Minh,9-20 millions,"Python, PyTorch, AWS",Fresher,2024-05-02
Fullstack Developer,Tech Company 339,Ho Chi Minh,44-78 millions,"React, Node.js, Mongo",Lead,2025-04-23
AI/ML Engineer,Tech Company 132,Ha Noi,44-80 millions,"Python, NLP, HuggingFace",Lead,2024-11-27
Backend Developer,Tech Company 490,Ho Chi Minh,16-32 millions,"Node.js, Express",Junior,2024-09-21
Frontend Developer,Tech Company 92,Ho Chi Minh,29-56 millions,"HTML, CSS, JS",Senior,2025-02-06
Mobile Developer,Tech Company 367,Ho Chi Minh,27-55 millions,React Native,Senior,2025-03-28
Frontend Developer,Tech Company 77,Ho Chi Minh,17-27 millions,"Angular, RxJS",Junior,2025-05-24
Backend Developer,Tech Company 295,Ho Chi Minh,26-58 millions,"Node.js, Express",Senior,2025-02-04
Tester/QA,Tech Company 277,Ha Noi,8-20 millions,"Automation, Cypress",Fresher,2024-03-12
Tester/QA,Tech Company 171,Ho Chi Minh,16-32 millions,"Selenium, Python",Junior,2025-01-02
Frontend Developer,Tech Company 431,Ho Chi Minh,27-59 millions,"Angular, RxJS",Senior,2024-03-23
Data Scientist,Tech Company 98,Ha Noi,16-32 millions,"Python, Pandas, Scikit-learn",Junior,2025-11-07
Frontend Developer,Tech Company 377,Ho Chi Minh,16-31 millions,"Angular, RxJS",Junior,2025-03-24
Backend Developer,Tech Company 330,Ho Chi Minh,16-27 millions,"Java, Spring Boot",Junior,2025-07-07
Tester/QA,Tech Company 208,Ha Noi,14-27 millions,"Selenium, Python",Junior,2024-02-13
Tester/QA,Tech Company 19,Ha Noi,9-17 millions,"Manual Testing, SQL",Fresher,2024-03-14
Backend Developer,Tech Company 360,Ha Noi,,"Node.js, Express",Senior,2024-09-05
Backend Developer,Tech Company 88,Ho Chi Minh,28-55 millions,"Go, Microservices",Senior,2025-09-17
Frontend Developer,Tech Company 33,Ho Chi Minh,27-58 millions,"ReactJS, TypeScript",Senior,2024-08-13
Mobile Developer,Tech Company 71,Ho Chi Minh,25-58 millions,"Swift, iOS",Senior,2025-07-12
Data Scientist,Tech Company 141,Remote,16-27 millions,"Python, Pandas, Scikit-learn",Junior,2024-05-03
DevOps Engineer,Tech Company 21,Ho Chi Minh,,"Linux, Jenkins, Ansible",Fresher,2025-08-18
Mobile Developer,Tech Company 4,,6-18 millions,React Native,Fresher,2024-01-07
AI/ML Engineer,Tech Company 355,Ho Chi Minh,17-31 millions,"Python, NLP, HuggingFace",Junior,2025-05-02
AI/ML Engineer,Tech Company 313,Ho Chi Minh,8-17 millions,"C++, CUDA, Computer Vision",Fresher,2024-06-27
Tester/QA,Tech Company 215,Ha Noi,28-58 millions,"Selenium, Python",Senior,2024-12-22
Frontend Developer,Tech Company 260,Ho Chi Minh,9-20 millions,"ReactJS, TypeScript",Fresher,2025-07-06
Data Scientist,Tech Company 351,Ha Noi,14-28 millions,"SQL, Tableau, Python",Junior,2024-06-01
Tester/QA,Tech Company 331,Da Nang,21-49 millions,"Manual Testing, SQL",Senior,2024-02-25
AI/ML Engineer,Tech Company 23,Ho Chi Minh,16-31 millions,"Python, NLP, HuggingFace",Junior,2025-04-09
Fullstack Developer,Tech Company 37,Ho Chi Minh,9-18 millions,"React, Node.js, Mongo",Fresher,2024-04-28
DevOps Engineer,Tech Company 118,Ha Noi,42-80 millions,"Azure, CI/CD, Terraform",Lead,2024-11-29
Frontend Developer,Tech Company 457,Ho Chi Minh,28-59 millions,"VueJS, Nuxt",Senior,2025-01-19
Tester/QA,Tech Company 233,Ha Noi,18-28 millions,"Selenium, Python",Junior,2025-09-16
Tester/QA,Tech Company 172,Ho Chi Minh,17-32 millions,"Manual Testing, SQL",Junior,2024-07-26
Backend Developer,Tech Company 215,,7-20 millions,"Go, Microservices",Fresher,2025-04-14
AI/ML Engineer,Tech Company 464,,15-31 millions,"C++, CUDA, Computer Vision",Junior,2025-09-18
Data Scientist,Tech Company 303,Remote,15-28 millions,"Python, Pandas, Scikit-learn",Junior,2024-08-09
Backend Developer,Tech Company 223,Ha Noi,17-28 millions,"Node.js, Express",Junior,2024-12-01
Fullstack Developer,Tech Company 21,Da Nang,24-47 millions,"Python, VueJS, Docker",Senior,2024-02-15
Backend Developer,Tech Company 421,Ha Noi,66-112 millions,"Node.js, Express",Manager,2025-12-14
Frontend Developer,Tech Company 68,,9-18 millions,"ReactJS, TypeScript",Fresher,2024-08-11
Frontend Developer,Tech Company 236,Ho Chi Minh,16-29 millions,"ReactJS, TypeScript",Junior,2025-12-21
Backend Developer,Tech Company 208,Ha Noi,43-77 millions,"Node.js, Express",Lead,2025-12-21
Tester/QA,Tech Company 171,Da Nang,14-22 millions,"Selenium, Python",Junior,2025-12-08
AI/ML Engineer,Tech Company 404,Ho Chi Minh,29-57 millions,"C++, CUDA, Computer Vision",Senior,2024-07-31
DevOps Engineer,Tech Company 187,Ha Noi,29-57 millions,"Linux, Jenkins, Ansible",Senior,2025-11-21
DevOps Engineer,Tech Company 332,Ho Chi Minh,44-78 millions,"Azure, CI/CD, Terraform",Lead,2024-06-28
Data Scientist,Tech Company 333,Ho Chi Minh,29-56 millions,"Python, Pandas, Scikit-learn",Senior,2024-04-26
Data Scientist,Tech Company 258,Da Nang,14-24 millions,"Python, PyTorch, AWS",Junior,2024-09-30
Frontend Developer,Tech Company 425,Ho Chi Minh,26-57 millions,"Angular, RxJS",Senior,2025-06-23
AI/ML Engineer,Tech Company 415,Ha Noi,9-20 millions,"Python, NLP, HuggingFace",Fresher,2025-12-10
Data Scientist,Tech Company 148,Da Nang,52-91 millions,"SQL, Tableau, Python",Manager,2024-07-02
Fullstack Developer,Tech Company 448,Ho Chi Minh,,"Java, Angular, SQL",Manager,2024-06-03
Backend Developer,Tech Company 243,Remote,15-29 millions,"Go, Microservices",Junior,2024-05-15
Backend Developer,Tech Company 428,Ho Chi Minh,15-27 millions,"Go, Microservices",Junior,2024-08-25
Mobile Developer,Tech Company 304,Ha Noi,44-80 millions,"Swift, iOS",Lead,2025-05-12
Tester/QA,Tech Company 88,Ha Noi,26-55 millions,"Automation, Cypress",Senior,2024-11-09
DevOps Engineer,Tech Company 146,Ho Chi Minh,28-55 millions,"Azure, CI/CD, Terraform",Senior,2024-12-27
Fullstack Developer,Tech Company 430,Ho Chi Minh,16-28 millions,"Python, VueJS, Docker",Junior,2024-06-28
Fullstack Developer,Tech Company 295,Da Nang,21-45 millions,"React, Node.js, Mongo",Senior,2024-11-20
Fullstack Developer,Tech Company 177,Ho Chi Minh,9-16 millions,"React, Node.js, Mongo",Fresher,2024-11-20
Fullstack Developer,Tech Company 477,Ho Chi Minh,8-21 millions,"Python, VueJS, Docker",Fresher,2025-02-18
Tester/QA,Tech Company 500,Ho Chi Minh,15-32 millions,"Java, Appium",Junior,2025-07-13
AI/ML Engineer,Tech Company 342,Ha Noi,29-59 millions,"Python, NLP, HuggingFace",Senior,2025-08-10
Tester/QA,Tech Company 72,Ha Noi,9-20 millions,"Java, Appium",Fresher,2024-02-11
Backend Developer,Tech Company 48,Ho Chi Minh,27-56 millions,"Node.js, Express",Senior,2024-12-31
Data Scientist,Tech Company 101,Ha Noi,16-31 millions,"Python, PyTorch, AWS",Junior,2024-10-11
Tester/QA,Tech Company 163,Ha Noi,10-18 millions,"Selenium, Python",Fresher,2025-05-17
Backend Developer,Tech Company 190,Ha Noi,27-58 millions,"Go, Microservices",Senior,2025-03-13
DevOps Engineer,Tech Company 45,Ho Chi Minh,15-29 millions,"Azure, CI/CD, Terraform",Junior,2025-07-28
Mobile Developer,Tech Company 374,,12-26 millions,"Kotlin, Android",Junior,2025-03-10
Frontend Developer,Tech Company 172,Ho Chi Minh,42-79 millions,"VueJS, Nuxt",Lead,2025-06-21
Mobile Developer,Tech Company 213,Remote,6-18 millions,"Flutter, Dart",Fresher,2024-10-06
Fullstack Developer,Tech Company 252,Ha Noi,15-29 millions,"React, Node.js, Mongo",Junior,2025-07-21
AI/ML Engineer,Tech Company 406,,9-18 millions,"Python, NLP, HuggingFace",Fresher,2024-01-28
Tester/QA,Tech Company 92,Ho Chi Minh,9-20 millions,"Selenium, Python",Fresher,2025-03-03
Data Scientist,Tech Company 307,Ha Noi,14-28 millions,"Python, Pandas, Scikit-learn",Junior,2024-03-09
Mobile Developer,Tech Company 419,Ha Noi,28-57 millions,"Swift, iOS",Senior,2025-12-11
Backend Developer,Tech Company 237,Ha Noi,7-16 millions,"Go, Microservices",Fresher,2024-11-23
Fullstack Developer,Tech Company 25,Ho Chi Minh,43-79 millions,"React, Node.js, Mongo",Lead,2024-12-30
Frontend Developer,Tech Company 307,Ha Noi,17-28 millions,"VueJS, Nuxt",Junior,2024-04-06
DevOps Engineer,Tech Company 353,Ha Noi,28-56 millions,"Linux, Jenkins, Ansible",Senior,2025-12-15
DevOps Engineer,Tech Company 399,,14-30 millions,"AWS, Docker, K8s",Junior,2025-01-16
Fullstack Developer,Tech Company 408,Ho Chi Minh,15-30 millions,"React, Node.js, Mongo",Junior,2024-07-11
Frontend Developer,Tech Company 473,Ha Noi,43-77 millions,"HTML, CSS, JS",Lead,2024-05-14
DevOps Engineer,Tech Company 268,Ho Chi Minh,,"AWS, Docker, K8s",Fresher,2025-09-03
AI/ML Engineer,Tech Company 439,Ho Chi Minh,28-55 millions,"Python, TensorFlow, CV",Senior,2024-05-11
AI/ML Engineer,Tech Company 354,Ha Noi,26-59 millions,"Python, TensorFlow, CV",Senior,2025-03-11
Backend Developer,Tech Company 17,Ho Chi Minh,28-55 millions,"Node.js, Express",Senior,2024-04-20
Backend Developer,Tech Company 155,Ha Noi,25-56 millions,"Node.js, Express",Senior,2024-03-08
Frontend Developer,Tech Company 180,Ha Noi,27-56 millions,"VueJS, Nuxt",Senior,2025-11-17
AI/ML Engineer,Tech Company 400,,8-17 millions,"C++, CUDA, Computer Vision",Fresher,2025-05-27
Frontend Developer,Tech Company 112,Ho Chi Minh,28-58 millions,"ReactJS, TypeScript",Senior,2025-06-25
Fullstack Developer,Tech Company 472,Remote,24-56 millions,"Python, VueJS, Docker",Senior,2024-08-07
DevOps Engineer,Tech Company 93,Ha Noi,27-57 millions,"Linux, Jenkins, Ansible",Senior,2024-04-19
Mobile Developer,Tech Company 64,Remote,26-54 millions,React Native,Senior,2024-11-17
Tester/QA,Tech Company 43,Ha Noi,17-30 millions,"Java, Appium",Junior,2024-02-11
AI/ML Engineer,Tech Company 116,Ho Chi Minh,16-29 millions,"Python, NLP, HuggingFace",Junior,2025-03-30
Mobile Developer,Tech Company 481,Ho Chi Minh,28-59 millions,React Native,Senior,2025-05-02
Tester/QA,Tech Company 44,,27-57 millions,"Selenium, Python",Senior,2025-11-23
Frontend Developer,Tech Company 103,Ho Chi Minh,7-21 millions,"VueJS, Nuxt",Fresher,2024-12-12
Frontend Developer,Tech Company 392,Can Tho,23-48 millions,"VueJS, Nuxt",Senior,2024-10-12
AI/ML Engineer,Tech Company 309,Ha Noi,29-56 millions,"C++, CUDA, Computer Vision",Senior,2025-11-13
AI/ML Engineer,Tech Company 251,Remote,64-105 millions,"Python, TensorFlow, CV",Manager,2024-09-13
Fullstack Developer,Tech Company 256,Ha Noi,14-27 millions,"React, Node.js, Mongo",Junior,2024-03-10
Mobile Developer,Tech Company 390,Remote,24-55 millions,"Swift, iOS",Senior,2024-04-08
Tester/QA,Tech Company 259,Ha Noi,7-19 millions,"Automation, Cypress",Fresher,2025-05-17
Backend Developer,Tech Company 197,Ho Chi Minh,18-31 millions,"Python, Django",Junior,2024-05-01
Tester/QA,Tech Company 441,Da Nang,11-23 millions,"Automation, Cypress",Junior,2025-11-06
Fullstack Developer,Tech Company 250,Da Nang,22-46 millions,"Java, Angular, SQL",Senior,2025-02-02
Tester/QA,Tech Company 29,Ha Noi,27-59 millions,"Automation, Cypress",Senior,2025-06-02
Mobile Developer,Tech Company 15,Ha Noi,17-28 millions,"Swift, iOS",Junior,2024-03-03
DevOps Engineer,Tech Company 175,Ho Chi Minh,28-57 millions,"Azure, CI/CD, Terraform",Senior,2025-10-02
DevOps Engineer,Tech Company 121,Ho Chi Minh,15-30 millions,"Azure, CI/CD, Terraform",Junior,2024-09-10
Frontend Developer,Tech Company 167,Ha Noi,25-55 millions,"Angular, RxJS",Senior,2025-07-05
Mobile Developer,Tech Company 12,Ha Noi,7-19 millions,"Kotlin, Android",Fresher,2025-08-25
Mobile Developer,Tech Company 354,Ho Chi Minh,66-114 millions,"Swift, iOS",Manager,2024-04-12
DevOps Engineer,Tech Company 104,Ho Chi Minh,,"AWS, Docker, K8s",Senior,2025-03-22
Frontend Developer,Tech Company 206,Ha Noi,15-27 millions,"VueJS, Nuxt",Junior,2025-08-10
Frontend Developer,Tech Company 411,Ha Noi,27-56 millions,"ReactJS, TypeScript",Senior,2025-08-03
DevOps Engineer,Tech Company 222,,28-56 millions,"AWS, Docker, K8s",Senior,2024-11-03
Mobile Developer,Tech Company 391,Ho Chi Minh,26-57 millions,"Kotlin, Android",Senior,2025-11-18
Fullstack Developer,Tech Company 138,Da Nang,22-48 millions,"Python, VueJS, Docker",Senior,2025-04-23
Mobile Developer,Tech Company 124,Ha Noi,44-78 millions,"Flutter, Dart",Lead,2024-05-31
AI/ML Engineer,Tech Company 325,Ha Noi,16-31 millions,"Python, NLP, HuggingFace",Junior,2024-03-06
AI/ML Engineer,Tech Company 208,Ho Chi Minh,15-30 millions,"C++, CUDA, Computer Vision",Junior,2024-08-29
Backend Developer,Tech Company 287,Ho Chi Minh,17-29 millions,"Java, Spring Boot",Junior,2025-05-12
Backend Developer,Tech Company 405,Ho Chi Minh,64-110 millions,"Java, Spring Boot",Manager,2024-09-21
Fullstack Developer,Tech Company 401,Ha Noi,28-59 millions,"Python, VueJS, Docker",Senior,2025-05-12
Frontend Developer,Tech Company 460,Da Nang,7-17 millions,"Angular, RxJS",Fresher,2025-02-20
Frontend Developer,Tech Company 121,Ha Noi,18-31 millions,"HTML, CSS, JS",Junior,2024-05-23
Frontend Developer,Tech Company 63,Ha Noi,8-16 millions,"Angular, RxJS",Fresher,2025-09-06
Mobile Developer,Tech Company 90,Ho Chi Minh,29-56 millions,React Native,Senior,2024-04-19
Mobile Developer,Tech Company 192,Ho Chi Minh,,"Swift, iOS",Junior,2025-06-30
Mobile Developer,Tech Company 186,Ho Chi Minh,28-59 millions,"Kotlin, Android",Senior,2024-05-28
AI/ML Engineer,Tech Company 431,Ho Chi Minh,,"Python, TensorFlow, CV",Junior,2024-02-05
Backend Developer,Tech Company 491,Ha Noi,26-56 millions,"Java, Spring Boot",Senior,2025-10-16
Frontend Developer,Tech Company 475,Da Nang,,"VueJS, Nuxt",Senior,2025-02-06
Frontend Developer,Tech Company 469,Ho Chi Minh,65-114 millions,"VueJS, Nuxt",Manager,2024-06-13
Mobile Developer,Tech Company 242,Ho Chi Minh,15-27 millions,"Flutter, Dart",Junior,2025-05-18
DevOps Engineer,Tech Company 423,Da Nang,22-49 millions,"Linux, Jenkins, Ansible",Senior,2024-04-12
Frontend Developer,Tech Company 378,Ho Chi Minh,16-31 millions,"Angular, RxJS",Junior,2025-07-14
Backend Developer,Tech Company 2,Ha Noi,17-31 millions,"Java, Spring Boot",Junior,2024-05-19
DevOps Engineer,Tech Company 366,Ha Noi,14-28 millions,"Linux, Jenkins, Ansible",Junior,2025-06-12
Fullstack Developer,Tech Company 232,Ha Noi,66-113 millions,"Python, VueJS, Docker",Manager,2024-11-23
AI/ML Engineer,Tech Company 102,Ha Noi,17-31 millions,"Python, TensorFlow, CV",Junior,2024-10-15
Mobile Developer,Tech Company 11,Ho Chi Minh,10-20 millions,"Kotlin, Android",Fresher,2024-08-17
Data Scientist,Tech Company 437,Da Nang,37-63 millions,"Python, Pandas, Scikit-learn",Lead,2025-12-19
Mobile Developer,Tech Company 485,Ho Chi Minh,15-32 millions,"Swift, iOS",Junior,2024-06-23
Mobile Developer,Tech Company 366,Ho Chi Minh,28-57 millions,"Kotlin, Android",Senior,2024-08-17
AI/ML Engineer,Tech Company 439,Da Nang,14-24 millions,"Python, NLP, HuggingFace",Junior,2025-03-17
AI/ML Engineer,Tech Company 406,Ho Chi Minh,17-29 millions,"C++, CUDA, Computer Vision",Junior,2025-02-22
AI/ML Engineer,Tech Company 299,,9-21 millions,"Python, TensorFlow, CV",Fresher,2025-01-13
Backend Developer,Tech Company 204,Ha Noi,26-56 millions,"Node.js, Express",Senior,2025-12-10
Mobile Developer,Tech Company 171,Ha Noi,25-57 millions,"Swift, iOS",Senior,2024-02-23
DevOps Engineer,Tech Company 364,Ha Noi,45-81 millions,"Linux, Jenkins, Ansible",Lead,2025-09-04
AI/ML Engineer,Tech Company 344,Ho Chi Minh,27-56 millions,"C++, CUDA, Computer Vision",Senior,2025-02-08
Backend Developer,Tech Company 450,Remote,14-28 millions,"Java, Spring Boot",Junior,2024-12-13
Mobile Developer,Tech Company 256,Ho Chi Minh,15-29 millions,React Native,Junior,2024-05-10
DevOps Engineer,Tech Company 425,Ha Noi,43-81 millions,"Azure, CI/CD, Terraform",Lead,2025-09-19
DevOps Engineer,Tech Company 392,Ho Chi Minh,29-56 millions,"Azure, CI/CD, Terraform",Senior,2025-05-18
Tester/QA,Tech Company 19,Ha Noi,64-110 millions,"Selenium, Python",Manager,2024-07-06
Tester/QA,Tech Company 21,Ho Chi Minh,14-31 millions,"Automation, Cypress",Junior,2025-05-21
Tester/QA,Tech Company 64,Remote,15-30 millions,"Automation, Cypress",Junior,2024-05-31
AI/ML Engineer,Tech Company 289,Ho Chi Minh,17-31 millions,"Python, TensorFlow, CV",Junior,2024-10-06
Backend Developer,Tech Company 347,,43-77 millions,"Java, Spring Boot",Lead,2025-05-25
AI/ML Engineer,Tech Company 303,,,"C++, CUDA, Computer Vision",Fresher,2025-01-17
DevOps Engineer,Tech Company 338,Ho Chi Minh,42-79 millions,"AWS, Docker, K8s",Lead,2025-12-25
AI/ML Engineer,Tech Company 336,Ha Noi,17-29 millions,"C++, CUDA, Computer Vision",Junior,2024-02-14
Fullstack Developer,Tech Company 166,Ha Noi,28-59 millions,"React, Node.js, Mongo",Senior,2024-10-16
Mobile Developer,Tech Company 46,Ha Noi,27-55 millions,"Flutter, Dart",Senior,2025-02-12
