Job Title,Company,Location,Salary,Skills,Experience,Posted Date,Avg_Salary_Million,Exp_Level
Backend Developer,Tech Company 463,Ho Chi Minh,26-55 millions,"python, django",Senior,2025-08-17,40.5,3
Fullstack Developer,Tech Company 316,Ha Noi,26-57 millions,"python, vuejs, docker",Senior,2025-02-03,41.5,3
DevOps Engineer,Tech Company 471,Ho Chi Minh,27-59 millions,"azure, ci/cd, terraform",Senior,2024-11-07,43.0,3
DevOps Engineer,Tech Company 207,Ho Chi Minh,44-80 millions,"aws, docker, k8s",Lead,2025-06-06,62.0,4
Backend Developer,Tech Company 361,Da Nang,24-49 millions,"go, microservices",Senior,2024-01-01,36.5,3
Mobile Developer,Tech Company 89,Ho Chi Minh,16-30 millions,"kotlin, android",Junior,2025-11-09,23.0,2
Mobile Developer,Tech Company 65,Ho Chi Minh,17-28 millions,"swift, ios",Junior,2025-11-17,22.5,2
Backend Developer,Tech Company 500,Ho Chi Minh,9-18 millions,"java, spring boot",Fresher,2025-03-23,13.5,1
Mobile Developer,Tech Company 320,Ho Chi Minh,67-113 millions,"kotlin, android",Manager,2025-03-11,90.0,5
Data Scientist,Tech Company 296,Ha Noi,27-57 millions,"python, pytorch, aws",Senior,2025-07-13,42.0,3
Tester/QA,Tech Company 41,Remote,14-28 millions,"java, appium",Junior,2025-12-08,21.0,2
Tester/QA,Tech Company 149,Ha Noi,8-21 millions,"java, appium",Fresher,2024-10-28,14.5,1
AI/ML Engineer,Tech Company 243,Ha Noi,17-28 millions,"c++, cuda, computer vision",Junior,2025-10-06,22.5,2
AI/ML Engineer,Tech Company 65,Ha Noi,27-56 millions,"c++, cuda, computer vision",Senior,2024-03-25,41.5,3
AI/ML Engineer,Tech Company 8,Da Nang,21-46 millions,"python, nlp, huggingface",Senior,2024-09-20,33.5,3
Fullstack Developer,Tech Company 401,Ha Noi,27-59 millions,"python, vuejs, docker",Senior,2024-09-24,43.0,3
Backend Developer,Tech Company 479,Ha Noi,29-59 millions,"go, microservices",Senior,2025-09-01,44.0,3
Mobile Developer,Tech Company 86,Ha Noi,26-57 millions,"kotlin, android",Senior,2025-10-14,41.5,3
DevOps Engineer,Tech Company 27,Ha Noi,17-31 millions,"aws, docker, k8s",Junior,2024-04-28,24.0,2
AI/ML Engineer,Tech Company 120,Ho Chi Minh,17-31 millions,"python, nlp, huggingface",Junior,2025-06-29,24.0,2
Tester/QA,Tech Company 148,Ha Noi,15-31 millions,"java, appium",Junior,2024-01-13,23.0,2
DevOps Engineer,Tech Company 327,Ho Chi Minh,44-77 millions,"linux, jenkins, ansible",Lead,2025-06-28,60.5,4
AI/ML Engineer,Tech Company 336,Ha Noi,15-31 millions,"python, nlp, huggingface",Junior,2024-09-18,23.0,2
Data Scientist,Tech Company 173,Ha Noi,28-58 millions,"python, pytorch, aws",Senior,2025-06-16,43.0,3
DevOps Engineer,Tech Company 7,Can Tho,20-45 millions,"linux, jenkins, ansible",Senior,2024-03-10,32.5,3
Tester/QA,Tech Company 18,Ha Noi,15-28 millions,"java, appium",Junior,2024-07-16,21.5,2
Data Scientist,Tech Company 45,Ho Chi Minh,9-20 millions,"python, pytorch, aws",Fresher,2024-05-02,14.5,1
Fullstack Developer,Tech Company 339,Ho Chi Minh,44-78 millions,"react, node.js, mongo",Lead,2025-04-23,61.0,4
AI/ML Engineer,Tech Company 132,Ha Noi,44-80 millions,"python, nlp, huggingface",Lead,2024-11-27,62.0,4
Backend Developer,Tech Company 490,Ho Chi Minh,16-32 millions,"node.js, express",Junior,2024-09-21,24.0,2
Frontend Developer,Tech Company 92,Ho Chi Minh,29-56 millions,"html, css, js",Senior,2025-02-06,42.5,3
Mobile Developer,Tech Company 367,Ho Chi Minh,27-55 millions,react native,Senior,2025-03-28,41.0,3
Frontend Developer,Tech Company 77,Ho Chi Minh,17-27 millions,"angular, rxjs",Junior,2025-05-24,22.0,2
Backend Developer,Tech Company 295,Ho Chi Minh,26-58 millions,"node.js, express",Senior,2025-02-04,42.0,3
Tester/QA,Tech Company 277,Ha Noi,8-20 millions,"automation, cypress",Fresher,2024-03-12,14.0,1
Tester/QA,Tech Company 171,Ho Chi Minh,16-32 millions,"selenium, python",Junior,2025-01-02,24.0,2
Frontend Developer,Tech Company 431,Ho Chi Minh,27-59 millions,"angular, rxjs",Senior,2024-03-23,43.0,3
Data Scientist,Tech Company 98,Ha Noi,16-32 millions,"python, pandas, scikit-learn",Junior,2025-11-07,24.0,2
Frontend Developer,Tech Company 377,Ho Chi Minh,16-31 millions,"angular, rxjs",Junior,2025-03-24,23.5,2
Backend Developer,Tech Company 330,Ho Chi Minh,16-27 millions,"java, spring boot",Junior,2025-07-07,21.5,2
Tester/QA,Tech Company 208,Ha Noi,14-27 millions,"selenium, python",Junior,2024-02-13,20.5,2
Tester/QA,Tech Company 19,Ha Noi,9-17 millions,"manual testing, sql",Fresher,2024-03-14,13.0,1
Backend Developer,Tech Company 88,Ho Chi Minh,28-55 millions,"go, microservices",Senior,2025-09-17,41.5,3
Frontend Developer,Tech Company 33,Ho Chi Minh,27-58 millions,"reactjs, typescript",Senior,2024-08-13,42.5,3
Mobile Developer,Tech Company 71,Ho Chi Minh,25-58 millions,"swift, ios",Senior,2025-07-12,41.5,3
Data Scientist,Tech Company 141,Remote,16-27 millions,"python, pandas, scikit-learn",Junior,2024-05-03,21.5,2
AI/ML Engineer,Tech Company 355,Ho Chi Minh,17-31 millions,"python, nlp, huggingface",Junior,2025-05-02,24.0,2
AI/ML Engineer,Tech Company 313,Ho Chi Minh,8-17 millions,"c++, cuda, computer vision",Fresher,2024-06-27,12.5,1
Tester/QA,Tech Company 215,Ha Noi,28-58 millions,"selenium, python",Senior,2024-12-22,43.0,3
Frontend Developer,Tech Company 260,Ho Chi Minh,9-20 millions,"reactjs, typescript",Fresher,2025-07-06,14.5,1
Data Scientist,Tech Company 351,Ha Noi,14-28 millions,"sql, tableau, python",Junior,2024-06-01,21.0,2
Tester/QA,Tech Company 331,Da Nang,21-49 millions,"manual testing, sql",Senior,2024-02-25,35.0,3
AI/ML Engineer,Tech Company 23,Ho Chi Minh,16-31 millions,"python, nlp, huggingface",Junior,2025-04-09,23.5,2
Fullstack Developer,Tech Company 37,Ho Chi Minh,9-18 millions,"react, node.js, mongo",Fresher,2024-04-28,13.5,1
DevOps Engineer,Tech Company 118,Ha Noi,42-80 millions,"azure, ci/cd, terraform",Lead,2024-11-29,61.0,4
Frontend Developer,Tech Company 457,Ho Chi Minh,28-59 millions,"vuejs, nuxt",Senior,2025-01-19,43.5,3
Tester/QA,Tech Company 233,Ha Noi,18-28 millions,"selenium, python",Junior,2025-09-16,23.0,2
Tester/QA,Tech Company 172,Ho Chi Minh,17-32 millions,"manual testing, sql",Junior,2024-07-26,24.5,2
Data Scientist,Tech Company 303,Remote,15-28 millions,"python, pandas, scikit-learn",Junior,2024-08-09,21.5,2
Backend Developer,Tech Company 223,Ha Noi,17-28 millions,"node.js, express",Junior,2024-12-01,22.5,2
Fullstack Developer,Tech Company 21,Da Nang,24-47 millions,"python, vuejs, docker",Senior,2024-02-15,35.5,3
Backend Developer,Tech Company 421,Ha Noi,66-112 millions,"node.js, express",Manager,2025-12-14,89.0,5
Frontend Developer,Tech Company 236,Ho Chi Minh,16-29 millions,"reactjs, typescript",Junior,2025-12-21,22.5,2
Backend Developer,Tech Company 208,Ha Noi,43-77 millions,"node.js, express",Lead,2025-12-21,60.0,4
Tester/QA,Tech Company 171,Da Nang,14-22 millions,"selenium, python",Junior,2025-12-08,18.0,2
AI/ML Engineer,Tech Company 404,Ho Chi Minh,29-57 millions,"c++, cuda, computer vision",Senior,2024-07-31,43.0,3
DevOps Engineer,Tech Company 187,Ha Noi,29-57 millions,"linux, jenkins, ansible",Senior,2025-11-21,43.0,3
DevOps Engineer,Tech Company 332,Ho Chi Minh,44-78 millions,"azure, ci/cd, terraform",Lead,2024-06-28,61.0,4
Data Scientist,Tech Company 333,Ho Chi Minh,29-56 millions,"python, pandas, scikit-learn",Senior,2024-04-26,42.5,3
Data Scientist,Tech Company 258,Da Nang,14-24 millions,"python, pytorch, aws",Junior,2024-09-30,19.0,2
Frontend Developer,Tech Company 425,Ho Chi Minh,26-57 millions,"angular, rxjs",Senior,2025-06-23,41.5,3
AI/ML Engineer,Tech Company 415,Ha Noi,9-20 millions,"python, nlp, huggingface",Fresher,2025-12-10,14.5,1
Data Scientist,Tech Company 148,Da Nang,52-91 millions,"sql, tableau, python",Manager,2024-07-02,71.5,5
Backend Developer,Tech Company 243,Remote,15-29 millions,"go, microservices",Junior,2024-05-15,22.0,2
Backend Developer,Tech Company 428,Ho Chi Minh,15-27 millions,"go, microservices",Junior,2024-08-25,21.0,2
Mobile Developer,Tech Company 304,Ha Noi,44-80 millions,"swift, ios",Lead,2025-05-12,62.0,4
Tester/QA,Tech Company 88,Ha Noi,26-55 millions,"automation, cypress",Senior,2024-11-09,40.5,3
DevOps Engineer,Tech Company 146,Ho Chi Minh,28-55 millions,"azure, ci/cd, terraform",Senior,2024-12-27,41.5,3
Fullstack Developer,Tech Company 430,Ho Chi Minh,16-28 millions,"python, vuejs, docker",Junior,2024-06-28,22.0,2
Fullstack Developer,Tech Company 295,Da Nang,21-45 millions,"react, node.js, mongo",Senior,2024-11-20,33.0,3
Fullstack Developer,Tech Company 177,Ho Chi Minh,9-16 millions,"react, node.js, mongo",Fresher,2024-11-20,12.5,1
Fullstack Developer,Tech Company 477,Ho Chi Minh,8-21 millions,"python, vuejs, docker",Fresher,2025-02-18,14.5,1
Tester/QA,Tech Company 500,Ho Chi Minh,15-32 millions,"java, appium",Junior,2025-07-13,23.5,2
AI/ML Engineer,Tech Company 342,Ha Noi,29-59 millions,"python, nlp, huggingface",Senior,2025-08-10,44.0,3
Tester/QA,Tech Company 72,Ha Noi,9-20 millions,"java, appium",Fresher,2024-02-11,14.5,1
Backend Developer,Tech Company 48,Ho Chi Minh,27-56 millions,"node.js, express",Senior,2024-12-31,41.5,3
Data Scientist,Tech Company 101,Ha Noi,16-31 millions,"python, pytorch, aws",Junior,2024-10-11,23.5,2
Tester/QA,Tech Company 163,Ha Noi,10-18 millions,"selenium, python",Fresher,2025-05-17,14.0,1
Backend Developer,Tech Company 190,Ha Noi,27-58 millions,"go, microservices",Senior,2025-03-13,42.5,3
DevOps Engineer,Tech Company 45,Ho Chi Minh,15-29 millions,"azure, ci/cd, terraform",Junior,2025-07-28,22.0,2
Frontend Developer,Tech Company 172,Ho Chi Minh,42-79 millions,"vuejs, nuxt",Lead,2025-06-21,60.5,4
Mobile Developer,Tech Company 213,Remote,6-18 millions,"flutter, dart",Fresher,2024-10-06,12.0,1
Fullstack Developer,Tech Company 252,Ha Noi,15-29 millions,"react, node.js, mongo",Junior,2025-07-21,22.0,2
Tester/QA,Tech Company 92,Ho Chi Minh,9-20 millions,"selenium, python",Fresher,2025-03-03,14.5,1
Data Scientist,Tech Company 307,Ha Noi,14-28 millions,"python, pandas, scikit-learn",Junior,2024-03-09,21.0,2
Mobile Developer,Tech Company 419,Ha Noi,28-57 millions,"swift, ios",Senior,2025-12-11,42.5,3
Backend Developer,Tech Company 237,Ha Noi,7-16 millions,"go, microservices",Fresher,2024-11-23,11.5,1
Fullstack Developer,Tech Company 25,Ho Chi Minh,43-79 millions,"react, node.js, mongo",Lead,2024-12-30,61.0,4
Frontend Developer,Tech Company 307,Ha Noi,17-28 millions,"vuejs, nuxt",Junior,2024-04-06,22.5,2
DevOps Engineer,Tech Company 353,Ha Noi,28-56 millions,"linux, jenkins, ansible",Senior,2025-12-15,42.0,3
Fullstack Developer,Tech Company 408,Ho Chi Minh,15-30 millions,"react, node.js, mongo",Junior,2024-07-11,22.5,2
Frontend Developer,Tech Company 473,Ha Noi,43-77 millions,"html, css, js",Lead,2024-05-14,60.0,4
AI/ML Engineer,Tech Company 439,Ho Chi Minh,28-55 millions,"python, tensorflow, cv",Senior,2024-05-11,41.5,3
AI/ML Engineer,Tech Company 354,Ha Noi,26-59 millions,"python, tensorflow, cv",Senior,2025-03-11,42.5,3
Backend Developer,Tech Company 17,Ho Chi Minh,28-55 millions,"node.js, express",Senior,2024-04-20,41.5,3
Backend Developer,Tech Company 155,Ha Noi,25-56 millions,"node.js, express",Senior,2024-03-08,40.5,3
Frontend Developer,Tech Company 180,Ha Noi,27-56 millions,"vuejs, nuxt",Senior,2025-11-17,41.5,3
Frontend Developer,Tech Company 112,Ho Chi Minh,28-58 millions,"reactjs, typescript",Senior,2025-06-25,43.0,3
Fullstack Developer,Tech Company 472,Remote,24-56 millions,"python, vuejs, docker",Senior,2024-08-07,40.0,3
DevOps Engineer,Tech Company 93,Ha Noi,27-57 millions,"linux, jenkins, ansible",Senior,2024-04-19,42.0,3
Mobile Developer,Tech Company 64,Remote,26-54 millions,react native,Senior,2024-11-17,40.0,3
Tester/QA,Tech Company 43,Ha Noi,17-30 millions,"java, appium",Junior,2024-02-11,23.5,2
AI/ML Engineer,Tech Company 116,Ho Chi Minh,16-29 millions,"python, nlp, huggingface",Junior,2025-03-30,22.5,2
Mobile Developer,Tech Company 481,Ho Chi Minh,28-59 millions,react native,Senior,2025-05-02,43.5,3
Frontend Developer,Tech Company 103,Ho Chi Minh,7-21 millions,"vuejs, nuxt",Fresher,2024-12-12,14.0,1
Frontend Developer,Tech Company 392,Can Tho,23-48 millions,"vuejs, nuxt",Senior,2024-10-12,35.5,3
AI/ML Engineer,Tech Company 309,Ha Noi,29-56 millions,"c++, cuda, computer vision",Senior,2025-11-13,42.5,3
AI/ML Engineer,Tech Company 251,Remote,64-105 millions,"python, tensorflow, cv",Manager,2024-09-13,84.5,5
Fullstack Developer,Tech Company 256,Ha Noi,14-27 millions,"react, node.js, mongo",Junior,2024-03-10,20.5,2
Mobile Developer,Tech Company 390,Remote,24-55 millions,"swift, ios",Senior,2024-04-08,39.5,3
Tester/QA,Tech Company 259,Ha Noi,7-19 millions,"automation, cypress",Fresher,2025-05-17,13.0,1
Backend Developer,Tech Company 197,Ho Chi Minh,18-31 millions,"python, django",Junior,2024-05-01,24.5,2
Tester/QA,Tech Company 441,Da Nang,11-23 millions,"automation, cypress",Junior,2025-11-06,17.0,2
Fullstack Developer,Tech Company 250,Da Nang,22-46 millions,"java, angular, sql",Senior,2025-02-02,34.0,3
Tester/QA,Tech Company 29,Ha Noi,27-59 millions,"automation, cypress",Senior,2025-06-02,43.0,3
Mobile Developer,Tech Company 15,Ha Noi,17-28 millions,"swift, ios",Junior,2024-03-03,22.5,2
DevOps Engineer,Tech Company 175,Ho Chi Minh,28-57 millions,"azure, ci/cd, terraform",Senior,2025-10-02,42.5,3
DevOps Engineer,Tech Company 121,Ho Chi Minh,15-30 millions,"azure, ci/cd, terraform",Junior,2024-09-10,22.5,2
Frontend Developer,Tech Company 167,Ha Noi,25-55 millions,"angular, rxjs",Senior,2025-07-05,40.0,3
Mobile Developer,Tech Company 12,Ha Noi,7-19 millions,"kotlin, android",Fresher,2025-08-25,13.0,1
Mobile Developer,Tech Company 354,Ho Chi Minh,66-114 millions,"swift, ios",Manager,2024-04-12,90.0,5
Frontend Developer,Tech Company 206,Ha Noi,15-27 millions,"vuejs, nuxt",Junior,2025-08-10,21.0,2
Frontend Developer,Tech Company 411,Ha Noi,27-56 millions,"reactjs, typescript",Senior,2025-08-03,41.5,3
Mobile Developer,Tech Company 391,Ho Chi Minh,26-57 millions,"kotlin, android",Senior,2025-11-18,41.5,3
Fullstack Developer,Tech Company 138,Da Nang,22-48 millions,"python, vuejs, docker",Senior,2025-04-23,35.0,3
Mobile Developer,Tech Company 124,Ha Noi,44-78 millions,"flutter, dart",Lead,2024-05-31,61.0,4
AI/ML Engineer,Tech Company 325,Ha Noi,16-31 millions,"python, nlp, huggingface",Junior,2024-03-06,23.5,2
AI/ML Engineer,Tech Company 208,Ho Chi Minh,15-30 millions,"c++, cuda, computer vision",Junior,2024-08-29,22.5,2
Backend Developer,Tech Company 287,Ho Chi Minh,17-29 millions,"java, spring boot",Junior,2025-05-12,23.0,2
Backend Developer,Tech Company 405,Ho Chi Minh,64-110 millions,"java, spring boot",Manager,2024-09-21,87.0,5
Fullstack Developer,Tech Company 401,Ha Noi,28-59 millions,"python, vuejs, docker",Senior,2025-05-12,43.5,3
Frontend Developer,Tech Company 460,Da Nang,7-17 millions,"angular, rxjs",Fresher,2025-02-20,12.0,1
Frontend Developer,Tech Company 121,Ha Noi,18-31 millions,"html, css, js",Junior,2024-05-23,24.5,2
Frontend Developer,Tech Company 63,Ha Noi,8-16 millions,"angular, rxjs",Fresher,2025-09-06,12.0,1
Mobile Developer,Tech Company 90,Ho Chi Minh,29-56 millions,react native,Senior,2024-04-19,42.5,3
Mobile Developer,Tech Company 186,Ho Chi Minh,28-59 millions,"kotlin, android",Senior,2024-05-28,43.5,3
Backend Developer,Tech Company 491,Ha Noi,26-56 millions,"java, spring boot",Senior,2025-10-16,41.0,3
Frontend Developer,Tech Company 469,Ho Chi Minh,65-114 millions,"vuejs, nuxt",Manager,2024-06-13,89.5,5
Mobile Developer,Tech Company 242,Ho Chi Minh,15-27 millions,"flutter, dart",Junior,2025-05-18,21.0,2
DevOps Engineer,Tech Company 423,Da Nang,22-49 millions,"linux, jenkins, ansible",Senior,2024-04-12,35.5,3
Frontend Developer,Tech Company 378,Ho Chi Minh,16-31 millions,"angular, rxjs",Junior,2025-07-14,23.5,2
Backend Developer,Tech Company 2,Ha Noi,17-31 millions,"java, spring boot",Junior,2024-05-19,24.0,2
DevOps Engineer,Tech Company 366,Ha Noi,14-28 millions,"linux, jenkins, ansible",Junior,2025-06-12,21.0,2
Fullstack Developer,Tech Company 232,Ha Noi,66-113 millions,"python, vuejs, docker",Manager,2024-11-23,89.5,5
AI/ML Engineer,Tech Company 102,Ha Noi,17-31 millions,"python, tensorflow, cv",Junior,2024-10-15,24.0,2
Mobile Developer,Tech Company 11,Ho Chi Minh,10-20 millions,"kotlin, android",Fresher,2024-08-17,15.0,1
Data Scientist,Tech Company 437,Da Nang,37-63 millions,"python, pandas, scikit-learn",Lead,2025-12-19,50.0,4
Mobile Developer,Tech Company 485,Ho Chi Minh,15-32 millions,"swift, ios",Junior,2024-06-23,23.5,2
Mobile Developer,Tech Company 366,Ho Chi Minh,28-57 millions,"kotlin, android",Senior,2024-08-17,42.5,3
AI/ML Engineer,Tech Company 439,Da Nang,14-24 millions,"python, nlp, huggingface",Junior,2025-03-17,19.0,2
AI/ML Engineer,Tech Company 406,Ho Chi Minh,17-29 millions,"c++, cuda, computer vision",Junior,2025-02-22,23.0,2
Backend Developer,Tech Company 204,Ha Noi,26-56 millions,"node.js, express",Senior,2025-12-10,41.0,3
Mobile Developer,Tech Company 171,Ha Noi,25-57 millions,"swift, ios",Senior,2024-02-23,41.0,3
DevOps Engineer,Tech Company 364,Ha Noi,45-81 millions,"linux, jenkins, ansible",Lead,2025-09-04,63.0,4
AI/ML Engineer,Tech Company 344,Ho Chi Minh,27-56 millions,"c++, cuda, computer vision",Senior,2025-02-08,41.5,3
Backend Developer,Tech Company 450,Remote,14-28 millions,"java, spring boot",Junior,2024-12-13,21.0,2
Mobile Developer,Tech Company 256,Ho Chi Minh,15-29 millions,react native,Junior,2024-05-10,22.0,2
DevOps Engineer,Tech Company 425,Ha Noi,43-81 millions,"azure, ci/cd, terraform",Lead,2025-09-19,62.0,4
DevOps Engineer,Tech Company 392,Ho Chi Minh,29-56 millions,"azure, ci/cd, terraform",Senior,2025-05-18,42.5,3
Tester/QA,Tech Company 19,Ha Noi,64-110 millions,"selenium, python",Manager,2024-07-06,87.0,5
Tester/QA,Tech Company 21,Ho Chi Minh,14-31 millions,"automation, cypress",Junior,2025-05-21,22.5,2
Tester/QA,Tech Company 64,Remote,15-30 millions,"automation, cypress",Junior,2024-05-31,22.5,2
AI/ML Engineer,Tech Company 289,Ho Chi Minh,17-31 millions,"python, tensorflow, cv",Junior,2024-10-06,24.0,2
DevOps Engineer,Tech Company 338,Ho Chi Minh,42-79 millions,"aws, docker, k8s",Lead,2025-12-25,60.5,4
AI/ML Engineer,Tech Company 336,Ha Noi,17-29 millions,"c++, cuda, computer vision",Junior,2024-02-14,23.0,2
Fullstack Developer,Tech Company 166,Ha Noi,28-59 millions,"react, node.js, mongo",Senior,2024-10-16,43.5,3
Mobile Developer,Tech Company 46,Ha Noi,27-55 millions,"flutter, dart",Senior,2025-02-12,41.0,3
Mobile Developer,Tech Company 79,Ho Chi Minh,7-20 millions,"kotlin, android",Fresher,2025-10-31,13.5,1
Data Scientist,Tech Company 289,Ho Chi Minh,8-18 millions,"sql, tableau, python",Fresher,2024-10-01,13.0,1
Mobile Developer,Tech Company 48,Ho Chi Minh,27-57 millions,"swift, ios",Senior,2025-03-12,42.0,3
Tester/QA,Tech Company 270,Ho Chi Minh,9-20 millions,"manual testing, sql",Fresher,2025-05-22,14.5,1
AI/ML Engineer,Tech Company 154,Ha Noi,27-59 millions,"python, nlp, huggingface",Senior,2025-05-04,43.0,3
AI/ML Engineer,Tech Company 283,Ho Chi Minh,8-17 millions,"python, tensorflow, cv",Fresher,2024-02-18,12.5,1
Frontend Developer,Tech Company 403,Ho Chi Minh,14-30 millions,"reactjs, typescript",Junior,2024-07-02,22.0,2
Frontend Developer,Tech Company 371,Ho Chi Minh,18-28 millions,"html, css, js",Junior,2025-08-24,23.0,2
AI/ML Engineer,Tech Company 109,Ha Noi,18-31 millions,"python, nlp, huggingface",Junior,2024-07-10,24.5,2
AI/ML Engineer,Tech Company 203,Ha Noi,14-30 millions,"c++, cuda, computer vision",Junior,2024-01-06,22.0,2
Tester/QA,Tech Company 372,Ho Chi Minh,9-20 millions,"automation, cypress",Fresher,2025-09-08,14.5,1
DevOps Engineer,Tech Company 412,Ha Noi,17-30 millions,"linux, jenkins, ansible",Junior,2025-02-08,23.5,2
Backend Developer,Tech Company 440,Ho Chi Minh,14-27 millions,"java, spring boot",Junior,2024-07-11,20.5,2
Fullstack Developer,Tech Company 98,Ha Noi,7-20 millions,"python, vuejs, docker",Fresher,2025-07-05,13.5,1
Fullstack Developer,Tech Company 379,Ha Noi,8-17 millions,"java, angular, sql",Fresher,2024-06-05,12.5,1
Tester/QA,Tech Company 151,Remote,27-55 millions,"selenium, python",Senior,2024-07-25,41.0,3
Backend Developer,Tech Company 222,Ha Noi,25-58 millions,"go, microservices",Senior,2025-12-31,41.5,3
AI/ML Engineer,Tech Company 372,Ha Noi,65-112 millions,"python, tensorflow, cv",Manager,2025-08-28,88.5,5
Tester/QA,Tech Company 296,Ha Noi,28-57 millions,"manual testing, sql",Senior,2025-03-08,42.5,3
